Index of Gen, I#1: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#2: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, 
41687, , , , 0.0468405,0.027292,0.0361131,
41688, , , , 0.0428173,0.0274469,0.0359132,
41689, , , , 0.043205,0.0283094,0.03482,
41690, , , , 0.0425868,0.0272854,0.0355309,
41691, , , , 0.0435213,0.02519,0.035819,
41692, , , , 0.0426764,0.027743,0.0357396,
41693, , , , 0.0429035,0.0288197,0.0364139,
41694, , , , 0.0498683,0.0273802,0.0331626,
41695, , , , 0.0504149,0.0379692,0.0341352,
41696, , , , 0.051791,0.0386404,0.0328654,
41697, , , , 0.0594221,0.0391481,0.031166,
41698, , , , 0.060076,0.043285,0.0392971,
41699, , , , 0.0580506,0.0398469,0.0463688,
41700, , , , 0.0591285,0.0397062,0.0468157,
41701, , , , 0.0520438,0.0386796,0.0467765,
41702, , , , 0.0519017,0.038742,0.0475001,
41703, , , , 0.0510066,0.0399215,0.0469434,
41704, , , , 0.0502082,0.0389186,0.0472576,
41705, , , , 0.0510601,0.0382413,0.0467683,
41706, , , , 0.0513577,0.0394448,0.0464143,
41707, , , , 0.0511253,0.0383696,0.0479893,
41708, , , , 0.0528146,0.039263,0.0465073,
41709, , , , 0.0571144,0.0388324,0.047202,
41710, , , , 0.0582342,0.0376562,0.0476017,
41711, , , , 0.0611517,0.0383912,0.0473878,
41712, , , , 0.0570693,0.051569,0.0469456,
41713, , , , 0.057597,0.0499763,0.0537252,
41714, , , , 0.0567628,0.0494293,0.0467212,
41715, , , , 0.0568453,0.0502122,0.0466862,
41716, , , , 0.0579797,0.0511681,0.0467502,
41717, , , , 0.0575982,0.0598978,0.0467082,
41718, , , , 0.058,0.059585,0.0489835,
41719, , , , 0.0706257,0.0611686,0.0498907,
41720, , , , 0.072072,0.0618934,0.0491065,
41721, , , , 0.069103,0.0588668,0.0515677,
41722, , , , 0.0571923,0.0531977,0.0633979,
41723, , , , 0.058801,0.0526463,0.0634876,
41724, , , , 0.0579445,0.0525234,0.0626064,
41725, , , , 0.0570368,0.0529571,0.0631491,
41726, , , , 0.0569794,0.0525547,0.0630784,
41727, , , , 0.0569774,0.0536808,0.0630353,
41728, , , , 0.0569026,0.0532671,0.0632259,
41729, , , , 0.0570748,0.0528175,0.0623904,
41730, , , , 0.0568214,0.0532689,0.060825,
41731, , , , 0.0579414,0.0528389,0.0559439,
41732, , , , 0.0573097,0.0529156,0.0532681,
41733, , , , 0.0567836,0.0529858,0.0589994,
41734, , , , 0.0572814,0.0525411,0.0522271,
41735, , , , 0.0576456,0.0530017,0.0606567,
41736, , , , 0.0568813,0.0516497,0.0586032,
41737, , , , 0.0571109,0.0550773,0.0511209,
41738, , , , 0.0575947,0.0537309,0.0504903,
41739, , , , 0.0575571,0.0631866,0.0500732,
41740, , , , 0.0574779,0.0536746,0.0497308,
41741, , , , 0.0561265,0.0531842,0.0501581,
41742, , , , 0.0568,0.054015,0.0506059,
41743, , , , 0.0572309,0.0529239,0.0501399,
41744, , , , 0.056603,0.0433841,0.0508579,
41745, , , , 0.0455339,0.0394298,0.050106,
41746, , , , 0.0552892,0.0381487,0.0542853,
41747, , , , 0.0529516,0.0381571,0.0511235,
41748, , , , 0.0530197,0.038035,0.0546532,
41749, , , , 0.0326086,0.0377766,0.0505715,
41750, , , , 0.0480619,0.0372373,0.0504843,
41751, , , , 0.0529388,0.0376854,0.0502858,
41752, , , , 0.0527915,0.0255292,0.0501877,
41753, , , , 0.0531328,0.0238089,0.0502665,
41754, , , , 0.0535068,0.0232833,0.0672658,
41755, , , , 0.053309,0.0233975,0.0678874,
41756, , , , 0.0465915,0.0240724,0.0642685,
41757, , , , 0.0510818,0.022813,0.0673274,
41758, , , , 0.0371661,0.0232999,0.0440906,
41759, , , , 0.0358961,0.0233419,0.0587426,
41760, , , , 0.0365495,0.0229388,0.0585313,
41761, , , , 0.0359674,0.0239867,0.059192,
41762, , , , 0.0357646,0.0229712,0.0592416,
41763, , , , 0.0366876,0.0240044,0.060045,
41764, , , , 0.0425058,0.0233867,0.0585706,
41765, , , , 0.0375463,0.0235314,0.0590224,
41766, , , , 0.0375247,0.0232408,0.058714,
41767, , , , 0.0362541,0.0235841,0.0596071,
41768, , , , 0.0360406,0.0233727,0.0583592,
41769, , , , 0.0365928,0.0234957,0.050571,
41770, , , , 0.0359776,0.0243701,0.0599054,
41771, , , , 0.0359235,0.0228826,0.0649905,
41772, , , , 0.0368845,0.0233511,0.0610821,
41773, , , , 0.0364351,0.0236208,0.0673287,
41774, , , , 0.035682,0.0256755,0.0672168,
41775, , , , 0.0219943,0.0313969,0.0679495,
41776, , , , 0.0207299,0.0294019,0.0677394,
41777, , , , 0.0206377,0.0279749,0.0674532,
41778, , , , 0.0205921,0.0308794,0.0679013,
41779, , , , 0.0207998,0.0268028,0.0680017,
41780, , , , 0.0203425,0.0314527,0.0680052,
41781, , , , 0.0207322,0.0194814,0.0676765,
41782, , , , 0.0213038,0.0323386,0.0678104,
41783, , , , 0.0203743,0.0322241,0.0675375,
41784, , , , 0.0202065,0.0324184,0.0674674,
41785, , , , 0.0207349,0.0338611,0.0679316,
41786, , , , 0.020548,0.0323802,0.0677599,
41787, , , , 0.0318872,0.0324582,0.0691011,
41788, , , , 0.0207776,0.0325063,0.078529,
41789, , , , 0.0208816,0.0304407,0.0835194,
41790, , , , 0.0206472,0.0154981,0.08058,
41791, , , , 0.0337438,0.0316227,0.0797944,
41792, , , , 0.0221101,0.0156663,0.0868129,
41793, , , , 0.0260296,0.0132954,0.0819869,
41794, , , , 0.0389344,0.0129733,0.0819359,
41795, , , , 0.0404879,0.0129792,0.0813678,
41796, , , , 0.039365,0.0133692,0.0815284,
41797, , , , 0.0400726,0.0128798,0.0815523,
41798, , , , 0.039294,0.0129724,0.0815984,
41799, , , , 0.039252,0.0132586,0.0814811,
41800, , , , 0.0402893,0.0132158,0.0819847,
41801, , , , 0.041142,0.0130607,0.0861347,
41802, , , , 0.0408149,0.00636691,0.0831465,
41803, , , , 0.0397531,0.00465246,0.0818691,
41804, , , , 0.0397016,0.00355561,0.0860584,
41805, , , , 0.0405802,0.000967952,0.0924439,
41806, , , , 0.0402184,0.000258428,0.0930306,
41807, , , , 0.0400007,0.000472765,0.0928816,
41808, , , , 0.0394543,0.000307773,0.0935352,
41809, , , , 0.0404644,0.000693783,0.108935,
41810, , , , 0.0396192,5.98312e-41,0.0932644,
41811, , , , 0.0381135,0.000564765,0.0937986,
41812, , , , 0.0211479,0.000348206,0.0930247,
41813, , , , 0.0365018,0.000280893,0.0931604,
41814, , , , 0.0370111,0.000367571,0.0943664,
41815, , , , 0.037145,0.00101457,0.0942512,
41816, , , , 0.0368492,0.000619971,0.0932101,
41817, , , , 0.0371644,0.000895779,0.101237,
41818, , , , 0.036757,0.000455044,0.0935101,
41819, , , , 0.0370518,0.000456714,0.0956106,
41820, , , , 0.0362024,0.000757706,0.100621,
41821, , , , 0.0367019,0.0011002,0.101016,
41822, , , , 0.035253,0.000719536,0.100404,
41823, , , , 0.0360034,0.000931937,0.101282,
41824, , , , 0.036603,0.00754508,0.101098,
41825, , , , 0.036927,0.00112565,0.10109,
41826, , , , 0.0365176,0.000926705,0.101927,
41827, , , , 0.0368641,0.000677353,0.102046,
41828, , , , 0.0365319,0.00088848,0.101057,
41829, , , , 0.0362784,0.00819674,0.101376,
41830, , , , 0.0343473,0.0067289,0.101352,
41831, , , , 0.0275575,0.00173747,0.102142,
41832, , , , 0.0281017,0.000834961,0.101475,
41833, , , , 0.0282167,0.000597656,0.101693,
41834, , , , 0.0276609,0.000450228,0.101003,
41835, , , , 0.0274114,0.000171156,0.101776,
41836, , , , 0.0277089,0.000160477,0.106634,
41837, , , , 0.0270701,0.000436093,0.113342,
41838, , , , 0.0283534,0.000348306,0.114046,
41839, , , , 0.0271881,0.000715927,0.113867,
41840, , , , 0.0268461,0.000447331,0.113577,
41841, , , , 0.0278163,0.000882087,0.113967,
41842, , , , 0.0271166,0.000738382,0.104309,
41843, , , , 0.0278649,0.000768771,0.0920965,
41844, , , , 0.0281447,0.000693985,0.0938471,
41845, , , , 0.0277246,0.000288279,0.0976783,
41846, , , , 0.0270714,0.00109082,0.0911046,
41847, , , , 0.0274544,0.000731564,0.0898146,
41848, , , , 0.027564,0.00142051,0.091044,
41849, , , , 0.0273947,0.00798576,0.0992369,
41850, , , , 0.0271468,0.00724146,0.100256,
41851, , , , 0.0276166,0.00735624,0.098211,
41852, , , , 0.0282915,0.00715022,0.095068,
41853, , , , 0.0283345,0.00651184,0.0948884,
41854, , , , 0.0274012,0.00703736,0.0943549,
41855, , , , 0.0272338,0.00730092,0.0952003,
41856, , , , 0.0274882,0.00718047,0.0946208,
41857, , , , 0.031755,0.007763,0.094743,
41858, , , , 0.0284039,0.00748712,0.0948342,
41859, , , , 0.0274994,0.00720333,0.09472,
41860, , , , 0.0276158,0.00748453,0.0941946,
41861, , , , 0.0277822,0.00729507,0.0946684,
41862, , , , 0.0278968,0.00727641,0.0947777,
41863, , , , 0.0282886,0.00697486,0.0871318,
41864, , , , 0.0416401,0.00759117,0.0941552,
41865, , , , 0.0425574,0.00719269,0.0950002,
41866, , , , 0.0420851,0.00469282,0.102697,
41867, , , , 0.0421337,0.000816892,0.095575,
41868, , , , 0.042262,0.00065411,0.0942671,
41869, , , , 0.0420775,0.000562232,0.0948937,
41870, , , , 0.0425216,0.011555,0.0945481,
41871, , , , 0.0427157,0.000519662,0.0944985,
41872, , , , 0.0420124,0.000165557,0.0945584,
41873, , , , 0.0430592,0.000571684,0.0947003,
41874, , , , 0.0426928,0.00069674,0.094662,
41875, , , , 0.0420364,7.71658e-05,0.109028,
41876, , , , 0.0392632,0.00107963,0.104115,
41877, , , , 0.0311086,0.000218946,0.0945325,
41878, , , , 0.0214212,0.000139308,0.0944344,
41879, , , , 0.0206971,0.000611606,0.0945331,
41880, , , , 0.0206284,0.000499496,0.0934485,
41881, , , , 0.020211,0.00105771,0.094551,
41882, , , , 0.0231386,0.00279515,0.0966677,
41883, , , , 0.0324176,0.0148423,0.0937637,
41884, , , , 0.0329934,0.0139046,0.09466,
41885, , , , 0.0325452,0.0141453,0.0944332,
41886, , , , 0.0327475,0.0105539,0.0942229,
41887, , , , 0.0330104,0.0104667,0.07859,
41888, , , , 0.0327966,0.01063,0.0938519,
41889, , , , 0.0324846,0.010569,0.0944753,
41890, , , , 0.0326387,0.010299,0.0946483,
41891, , , , 0.0323137,0.0107028,0.0942569,
41892, , , , 0.0324526,0.0102088,0.0946611,
41893, , , , 0.0324946,0.0106498,0.0939376,
41894, , , , 0.0333489,0.010286,0.0949967,
41895, , , , 0.0326671,0.00997689,0.0938267,
41896, , , , 0.0330184,0.0102843,0.09478,
41897, , , , 0.0325884,0.0107554,0.0941904,
41898, , , , 0.0329545,0.0108914,0.0942504,
41899, , , , 0.032527,0.0101878,0.0946448,
41900, , , , 0.0319387,0.0108091,0.0946382,
41901, , , , 0.0338601,0.0113872,0.0950854,
41902, , , , 0.0211723,0.010391,0.094148,
41903, , , , 0.0208185,0.0103425,0.0949965,
41904, , , , 0.0203948,0.0107007,0.0943468,
41905, , , , 0.0203803,0.0105959,0.10728,
41906, , , , 0.0204396,0.00991351,0.0799719,
41907, , , , 0.018889,0.00552852,0.0937396,
41908, , , , 0.0204222,0.00442196,0.0946678,
41909, , , , 0.0209474,0.0043627,0.0946842,
41910, , , , 0.0206603,0.00473811,0.0944742,
41911, , , , 0.0204099,0.00454817,0.0948745,
41912, , , , 0.0204813,0.00413438,0.0944819,
41913, , , , 0.0204658,0.00462919,0.0938421,
41914, , , , 0.0208263,0.00965543,0.0949313,
41915, , , , 0.0205266,0.012427,0.0948479,
41916, , , , 0.0203703,0.00504502,0.0947157,
41917, , , , 0.0204081,0.00607654,0.0944609,
41918, , , , 0.0210726,0.00379462,0.0940322,
41919, , , , 0.0206699,0.0112918,0.0947541,
41920, , , , 0.0201764,0.0235876,0.0945457,
41921, , , , 0.0202832,0.0237392,0.0941266,
41922, , , , 0.00786157,0.0239664,0.0945296,
41923, , , , 0.00947428,0.0241958,0.0945143,
41924, , , , 0.00843229,0.0234593,0.0941007,
41925, , , , 0.00870659,0.0236536,0.0938128,
41926, , , , 0.00874841,0.0241344,0.0944894,
41927, , , , 0.0130823,0.0229057,0.0945457,
41928, , , , 0.00884119,0.0245225,0.0983036,
41929, , , , 0.00817847,0.0226562,0.0952046,
41930, , , , 0.00790772,0.0245057,0.0888445,
41931, , , , 0.00813161,0.0247299,0.0803358,
41932, , , , 0.00130713,0.0249029,0.0941742,
41933, , , , 0.00822163,0.0249375,0.0941139,
41934, , , , 0.00806257,0.0275358,0.0944245,
41935, , , , 0.013595,0.0322077,0.0940978,
41936, , , , 0.0174951,0.0204845,0.0866021,
41937, , , , 0.0187018,0.0275528,0.0940694,
41938, , , , 0.017959,0.0253589,0.0941795,
41939, , , , 0.0182562,0.0271816,0.0946091,
41940, , , , 0.0181311,0.0268487,0.0942942,
41941, , , , 0.0181538,0.0244595,0.0947705,
41942, , , , 0.0184171,0.0185995,0.0912079,
41943, , , , 0.019936,0.0239526,0.0761606,
41944, , , , 0.0223972,0.035201,0.0748534,
41945, , , , 0.0237814,0.0364559,0.0753242,
41946, , , , 0.0246439,0.0372135,0.0752462,
41947, , , , 0.0232662,0.0495821,0.0742561,
41948, , , , 0.0229112,0.0358768,0.0589615,
41949, , , , 0.013112,0.02338,0.0564699,
41950, , , , 0.0200921,0.0309676,0.0571551,
41951, , , , 0.011702,0.0116674,0.0566877,
41952, , , , 0.0222157,0.0349844,0.0565808,
41953, , , , 0.0209043,0.0326412,0.0554101,
41954, , , , 0.00777551,0.0110363,0.0501766,
41955, , , , 0.0105721,0.00994178,0.0499308,
41956, , , , 0.0102094,0.0099434,0.048948,
41957, , , , 0.0104573,0.00969194,0.0492955,
41958, , , , 0.00186898,0.00963438,0.0492658,
41959, , , , 0.0116532,0.0102019,0.0575666,
41960, , , , 0.0112909,0.00986977,0.0577824,
41961, , , , 0.0108917,0.00965438,0.0571671,
41962, , , , 0.0115354,0.0105057,0.0581941,
41963, , , , 0.0110936,0.0104141,0.0580635,
41964, , , , 0.0107587,0.0264915,0.0576715,
41965, , , , 0.0109461,0.0240334,0.0578148,
41966, , , , 0.0112415,0.0273891,0.0580305,
41967, , , , 0.0116461,0.0279554,0.0431141,
41968, , , , 0.0112251,0.0277851,0.0440424,
41969, , , , 0.0109872,0.0271522,0.0572933,
41970, , , , 0.0110665,0.0300659,0.0546607,
41971, , , , 0.0111717,0.0282856,0.0417721,
41972, , , , 0.0163103,0.0294845,0.0420242,
41973, , , , 0.0085965,0.0273448,0.0416242,
41974, , , , 0.00855704,0.0278694,0.0336676,
41975, , , , 0.00873854,0.0438974,0.0412826,
41976, , , , 0.00953783,0.0376623,0.04189,
41977, , , , 0.0136909,0.0373729,0.0442067,
41978, , , , 0.0140975,0.0373632,0.0482672,
41979, , , , 0.0106384,0.0372374,0.0534991,
41980, , , , 0.0140133,0.0375719,0.0499728,
41981, , , , 0.00228535,0.0372067,0.0490757,
41982, , , , 0.0149382,0.0371287,0.0494778,
41983, , , , 0.0230468,0.0371869,0.0489347,
41984, , , , 0.028668,0.03462,0.0485339,
41985, , , , 0.0153489,0.0344729,0.0475265,
41986, , , , 0.0147035,0.0342515,0.0377142,
41987, , , , 0.0144663,0.0339773,0.0469936,
41988, , , , 0.0150038,0.0345673,0.0490483,
41989, , , , 0.0104644,0.0369961,0.0484929,
41990, , , , 0.00147405,0.04327,0.0482081,
41991, , , , 0.000185883,0.0432099,0.0485001,
41992, , , , 9.59156e-05,0.0425858,0.0489963,
41993, , , , 0.000655499,0.0436671,0.0492608,
41994, , , , 0.000684609,0.0430062,0.0484509,
41995, , , , 0.000537845,0.0426088,0.0494552,
41996, , , , 0.000451256,0.0387658,0.0485979,
41997, , , , 0.000510247,0.042349,0.0486565,
41998, , , , 0.000311021,0.0430919,0.0340401,
41999, , , , 0.0100419,0.0426552,0.0325391,
42000, , , , 0.00100322,0.0424708,0.0330348,
42001, , , , 0.00284339,0.041329,0.0324006,
42002, , , , 0.000671623,0.0297774,0.0339334,
42003, , , , 0.000341499,0.0304643,0.0331872,
42004, , , , 0.000400001,0.0294668,0.0333347,
42005, , , , 0.000387913,0.0293682,0.0191234,
42006, , , , 0.000127061,0.0301499,0.0189402,
42007, , , , 0.000985965,0.0288902,0.0194078,
42008, , , , 0.000314759,0.0166335,0.0193477,
42009, , , , 0.000759949,0.0166653,0.0194826,
42010, , , , 0.000496965,0.0167164,0.0191082,
42011, , , , 0.00100371,0.0165175,0.0187404,
42012, , , , 0.000473148,0.0166338,0.0192108,
42013, , , , 0.0002,0.016127,0.0187202,
42014, , , , 0.000930438,0.0167674,0.0191367,
42015, , , , 0.0187394,0.0164137,0.019021,
42016, , , , 0.0193966,0.0163509,0.0185568,
42017, , , , 0.0194678,0.0129479,0.00327673,
42018, , , , 0.019295,0.0171674,0.0176274,
42019, , , , 0.0193708,0.0165003,0.0195539,
42020, , , , 0.0188983,0.0168245,0.0193805,
42021, , , , 0.0191083,0.0167337,0.0186387,
42022, , , , 0.0201183,0.0167997,0.0191787,
42023, , , , 0.0190233,0.0159122,0.0190707,
42024, , , , 0.0189509,0.0168368,0.0192329,
42025, , , , 0.0171609,0.0169136,0.0213369,
42026, , , , 0.00726168,0.0170981,0.0343117,
42027, , , , 0.00748882,0.0168404,0.0343557,
42028, , , , 0.00751116,0.0167476,0.0344584,
42029, , , , 0.00211566,0.0164938,0.0343567,
42030, , , , 0.00685438,0.0160079,0.0342841,
42031, , , , 0.00719165,0.0253083,0.0351784,
42032, , , , 0.00548713,0.0170323,0.0346713,
42033, , , , 0.00489971,0.0166889,0.0342451,
42034, , , , 0.00575968,0.0161643,0.0301196,
42035, , , , 0.00721215,0.0164921,0.0300584,
42036, , , , 0.00681395,0.0166748,0.0301254,
42037, , , , 0.00678345,0.0162655,0.0299377,
42038, , , , 0.00692865,0.00211531,0.0304977,
42039, , , , 0.00712254,0.0162291,0.0301231,
42040, , , , 0.00693605,0.0166171,0.0302572,
42041, , , , 0.00717909,0.0167075,0.0308038,
42042, , , , 0.00726015,0.0164778,0.0458608,
42043, , , , 0.00702501,0.0172225,0.0450083,
42044, , , , 0.00670222,0.0166153,0.0311942,
42045, , , , 0.00635965,0.0161763,0.0307809,
42046, , , , 0.00152519,0.0170001,0.0298716,
42047, , , , 0.00637704,0.0166144,0.0299858,
42048, , , , 0.00649031,0.0166881,0.0301367,
42049, , , , 0.000377231,0.0163711,0.0301948,
42050, , , , 0.000515956,0.0164963,0.0302911,
42051, , , , 0.000516019,0.0164859,0.0165294,
42052, , , , 0.0006115,0.0165763,0.0160098,
42053, , , , 0.000404447,0.0168396,0.0171442,
42054, , , , 0.00100495,0.0166924,0.0171436,
42055, , , , 0.0171159,0.0231815,0.0363402,
42056, , , , 0.0163063,0.0231184,0.0303001,
42057, , , , 0.0168937,0.0236422,0.0364164,
42058, , , , 0.0169348,0.0418741,0.0537118,
42059, , , , 0.0169141,0.0247081,0.0368122,
42060, , , , 0.0164816,0.0215043,0.0515447,
42061, , , , 0.0169368,0.0206175,0.0524757,
42062, , , , 0.0169094,0.0211195,0.0509003,
42063, , , , 0.0164137,0.0220651,0.0531809,
42064, , , , 0.016567,0.0206942,0.0529612,
42065, , , , 0.0166805,0.021343,0.0531645,
42066, , , , 0.0163053,0.0219195,0.0524495,
42067, , , , 0.00937694,0.0240038,0.0526541,
42068, , , , 0.0160586,0.0387631,0.0522912,
42069, , , , 0.0165666,0.0468159,0.0528451,
42070, , , , 0.0166615,0.041213,0.0525799,
42071, , , , 0.0159036,0.0402074,0.0523064,
42072, , , , 0.0162851,0.0380151,0.0529929,
42073, , , , 0.0165504,0.0341291,0.0531228,
42074, , , , 0.0168322,0.0344772,0.0519298,
42075, , , , 0.0114671,0.0331889,0.0526489,
42076, , , , 0.0109075,0.0339432,0.0532107,
42077, , , , 0.0108762,0.0339425,0.052859,
42078, , , , 0.0107965,0.0337918,0.0522911,
42079, , , , 0.0112566,0.0351712,0.0488025,
42080, , , , 0.0118321,0.0399793,0.0438397,
42081, , , , 0.0110378,0.0401518,0.0434485,
42082, , , , 0.0108235,0.0393342,0.0435085,
42083, , , , 0.0106366,0.039575,0.0436088,
42084, , , , 0.0107678,0.038965,0.0401011,
42085, , , , 0.0108465,0.03868,0.0256963,
42086, , , , 0.0138524,0.0317421,0.0242555,
42087, , , , 0.0208802,0.0389683,0.0240232,
42088, , , , 0.0216172,0.0387608,0.0243652,
42089, , , , 0.0250994,0.0390588,0.0243693,
42090, , , , 0.0221778,0.0396087,0.0123593,
42091, , , , 0.0220381,0.0390818,0.0212983,
42092, , , , 0.0223629,0.0394041,0.0246685,
42093, , , , 0.0222358,0.0395965,0.0245368,
42094, , , , 0.0216293,0.0390459,0.0242487,
42095, , , , 0.0224272,0.0396233,0.0239597,
42096, , , , 0.0223732,0.0395533,0.0251285,
42097, , , , 0.029611,0.0385442,0.0285647,
42098, , , , 0.0294685,0.0224797,0.0293958,
42099, , , , 0.0266776,0.010157,0.0290944,
42100, , , , 0.0118924,0.0210199,0.028954,
42101, , , , 0.0109769,0.0206823,0.0292038,
42102, , , , 0.010734,0.0213018,0.0287946,
42103, , , , 0.0109918,0.0199306,0.0286315,
42104, , , , 0.0114027,0.0211148,0.0292798,
42105, , , , 0.0110217,0.0208028,0.0291254,
42106, , , , 0.001286,0.0212442,0.0297082,
42107, , , , 0.000519953,0.0214899,0.0289061,
42108, , , , 0.000652581,0.0206719,0.0290768,
42109, , , , 0.000380086,0.0217631,0.029135,
42110, , , , 0.000495762,0.0201102,0.0335418,
42111, , , , 0.000279967,0.0207909,0.0333911,
42112, , , , 0.000783931,0.0206237,0.0322313,
42113, , , , 0.000803807,0.0210727,0.0331149,
42114, , , , 0.000958843,0.0205436,0.0332458,
42115, , , , 0.000753596,0.0213892,0.0322012,
42116, , , , 0.000561244,0.0207248,0.0340153,
42117, , , , 0.000372362,0.0285874,0.03785,
42118, , , , 0.000401921,0.0279904,0.0375742,
42119, , , , 0.000487531,0.0210245,0.033443,
42120, , , , 0.000340281,0.0212991,0.0338167,
42121, , , , 0.000477193,0.0199418,0.0329488,
42122, , , , 0.000670715,0.00297107,0.0339584,
42123, , , , 0.00777165,0.00205213,0.0410867,
42124, , , , 0.00823961,0.0116096,0.0407109,
42125, , , , 0.00829839,0.00226685,0.042773,
42126, , , , 0.00795567,0.00210919,0.0416466,
42127, , , , 0.00799667,0.00198185,0.0420045,
42128, , , , 0.00845191,0.00267581,0.0417803,
42129, , , , 0.00810803,0.00258705,0.0416717,
42130, , , , 0.00791712,0.00218727,0.0424969,
42131, , , , 0.00776087,0.00211431,0.0389068,
42132, , , , 0.00855901,0.00243072,0.042815,
42133, , , , 0.00793232,0.00240436,0.04197,
42134, , , , 0.00874906,0.00471219,0.0427164,
42135, , , , 0.0080591,0.0184086,0.0425644,
42136, , , , 0.00766414,0.0187816,0.0421486,
42137, , , , 0.00801865,0.0184262,0.0363844,
42138, , , , 0.00820723,0.0189802,0.0359628,
42139, , , , 0.00877223,0.0184129,0.0354293,
42140, , , , 0.0232579,0.0186759,0.0357701,
42141, , , , 0.0231567,0.0194566,0.035781,
42142, , , , 0.0239095,0.0190479,0.0360929,
42143, , , , 0.0413592,0.0194601,0.0353665,
42144, , , , 0.0223216,0.0338201,0.035911,
42145, , , , 0.010323,0.0346814,0.0363088,
42146, , , , 0.00882581,0.0341826,0.0356062,
42147, , , , 0.0132954,0.03414,0.0357362,
42148, , , , 0.0127305,0.0340788,0.0367831,
42149, , , , 0.000694423,0.0344453,0.0362321,
42150, , , , 0.000718593,0.0345983,0.0351376,
42151, , , , 0.000536144,0.0342463,0.0364783,
42152, , , , 7.65805e-05,0.0345009,0.0350407,
42153, , , , 0.000761983,0.0452757,0.0351757,
42154, , , , 0.0173522,0.0352017,0.0357604,
42155, , , , 0.0139913,0.0377001,0.038634,
42156, , , , 0.00125967,0.0450777,0.0474902,
42157, , , , 0.000270332,0.0460405,0.0485807,
42158, , , , 0.000241687,0.0463271,0.0500133,
42159, , , , 0.000624592,0.0319894,0.0485546,
42160, , , , 0.000486945,0.0450642,0.0485613,
42161, , , , 0.000370113,0.0464558,0.048756,
42162, , , , 0.000711147,0.0459704,0.0483809,
42163, , , , 0.000312533,0.0454635,0.0490924,
42164, , , , 0.000487959,0.0464731,0.0484977,
42165, , , , 0.000515564,0.0454305,0.0483826,
42166, , , , 0.000770189,0.0461996,0.0483147,
42167, , , , 0.000305814,0.0462538,0.0486701,
42168, , , , 0.000801764,0.0612716,0.0483231,
42169, , , , 0.00110542,0.0471789,0.0467682,
42170, , , , 0.00033266,0.0480165,0.0475715,
42171, , , , 0.001104,0.0463759,0.0483361,
42172, , , , 0.0170009,0.0458078,0.0487386,
42173, , , , 0.0183794,0.0460578,0.048714,
42174, , , , 0.0154494,0.0461801,0.0490523,
42175, , , , 0.0199316,0.0462449,0.0573993,
42176, , , , 0.0202681,0.0463403,0.0567207,
42177, , , , 0.0205435,0.0460333,0.0662443,
42178, , , , 0.0241817,0.0429207,0.0577838,
42179, , , , 0.0207147,0.0443909,0.0558747,
42180, , , , 0.0209096,0.0327623,0.0597196,
42181, , , , 0.0200255,0.0458048,0.0569483,
42182, , , , 0.020253,0.0470379,0.0566344,
42183, , , , 0.0201068,0.0458971,0.0573709,
42184, , , , 0.0205065,0.0462609,0.0563553,
42185, , , , 0.0259588,0.0466435,0.0573281,
42186, , , , 0.0230237,0.061151,0.0569119,
42187, , , , 0.0250306,0.0594412,0.0538164,
42188, , , , 0.0350662,0.042599,0.0476514,
42189, , , , 0.022863,0.0377542,0.0476086,
42190, , , , 0.0257451,0.0374209,0.0475837,
42191, , , , 0.0351572,0.0395996,0.0471784,
42192, , , , 0.0266564,0.0403238,0.0471409,
42193, , , , 0.0251653,0.0410181,0.040872,
42194, , , , 0.0265939,0.0408423,0.047328,
42195, , , , 0.0253643,0.0407721,0.0448322,
42196, , , , 0.0258286,0.0407099,0.0473992,
42197, , , , 0.0293072,0.0415954,0.047262,
42198, , , , 0.0327348,0.0523558,0.0473315,
42199, , , , 0.0327365,0.0414332,0.0469898,
42200, , , , 0.0329175,0.0405936,0.0479854,
42201, , , , 0.0335331,0.0402925,0.0469362,
42202, , , , 0.0327617,0.0319855,0.0473481,
42203, , , , 0.0331589,0.0404854,0.0478199,
42204, , , , 0.0204137,0.0401315,0.0482711,
42205, , , , 0.0190999,0.0412493,0.0468635,
42206, , , , 0.0190801,0.0405912,0.0463363,
42207, , , , 0.0195738,0.0401115,0.047459,
42208, , , , 0.0193094,0.0403026,0.0472039,
42209, , , , 0.0196572,0.0399938,0.0465365,
42210, , , , 0.0189133,0.0399498,0.0474647,
42211, , , , 0.0185819,0.0402491,0.0452547,
42212, , , , 0.0192105,0.0408487,0.0466915,
42213, , , , 0.019227,0.0402716,0.0472656,
42214, , , , 0.018759,0.0398237,0.0485665,
42215, , , , 0.0190482,0.0402191,0.0478238,
42216, , , , 0.018683,0.0399097,0.0475861,
42217, , , , 0.0196529,0.040062,0.0471016,
42218, , , , 0.0196332,0.0398486,0.0484536,
42219, , , , 0.0193723,0.0325912,0.0546059,
42220, , , , 0.0195697,0.0324572,0.0546437,
42221, , , , 0.0289225,0.0399574,0.048051,
42222, , , , 0.0299503,0.0405049,0.0475069,
42223, , , , 0.0295206,0.0404266,0.0391646,
42224, , , , 0.0294025,0.0400463,0.0472976,
42225, , , , 0.0297432,0.0403006,0.0472337,
42226, , , , 0.0298499,0.0396899,0.0462758,
