Index of Gen, I#1: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#2: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#3: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#4: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#5: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#6: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#7: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#8: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, 
1106,0.862983,0.681715,0.519647, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1107,0.862399,0.681144,0.518746, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1108,0.862114,0.681883,0.520693, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1109,0.84989,0.681273,0.520121, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1110,0.852287,0.681462,0.520115, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1111,0.848407,0.681322,0.520282, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1112,0.849016,0.681734,0.518747, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1113,0.849516,0.682233,0.519356, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1114,0.84783,0.681627,0.520709, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1115,0.845002,0.676132,0.519265, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1116,0.846949,0.668655,0.52111, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1117,0.848558,0.67763,0.522124, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1118,0.848399,0.673769,0.523732, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1119,0.850578,0.671147,0.524639, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1120,0.852655,0.669141,0.523976, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1121,0.855004,0.663704,0.523054, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1122,0.853078,0.666753,0.522638, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1123,0.852309,0.67155,0.522196, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1124,0.85577,0.671676,0.522196, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1125,0.861958,0.668325,0.521941, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1126,0.864077,0.671015,0.521958, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1127,0.859421,0.67377,0.521653, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1128,0.865522,0.672192,0.522345, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1129,0.868857,0.666763,0.522279, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1130,0.872421,0.666602,0.522227, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1131,0.8816,0.663704,0.52236, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1132,0.882152,0.663776,0.521786, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1133,0.883447,0.663328,0.524328, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1134,0.885278,0.662171,0.520669, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1135,0.887144,0.661728,0.521842, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1136,0.884608,0.662681,0.521096, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1137,0.886547,0.662797,0.522633, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1138,0.87342,0.671982,0.513153, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1139,0.872459,0.669436,0.51312, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1140,0.87199,0.666333,0.515131, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1141,0.872327,0.656571,0.514173, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1142,0.872642,0.657419,0.514823, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1143,0.872209,0.657696,0.514417, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1144,0.872187,0.660178,0.514447, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1145,0.872338,0.65559,0.510367, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1146,0.872669,0.654396,0.506541, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1147,0.872354,0.654975,0.500181, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1148,0.874773,0.658353,0.499104, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1149,0.882088,0.659893,0.501124, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1150,0.877396,0.65169,0.501092, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1151,0.873229,0.647114,0.499914, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1152,0.873067,0.647408,0.498635, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1153,0.866451,0.649485,0.499158, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1154,0.867886,0.64828,0.499047, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1155,0.865523,0.651712,0.499025, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1156,0.857232,0.642404,0.504133, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1157,0.862042,0.643747,0.501704, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1158,0.865183,0.645166,0.499646, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1159,0.871962,0.64722,0.499053, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1160,0.876736,0.645418,0.499256, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1161,0.874568,0.647202,0.499248, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1162,0.884225,0.64719,0.50006, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1163,0.86929,0.645661,0.499576, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1164,0.87315,0.647433,0.499068, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1165,0.873064,0.64566,0.499569, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1166,0.872437,0.640218,0.49889, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1167,0.874395,0.640544,0.493325, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1168,0.872806,0.640154,0.491898, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1169,0.87278,0.640386,0.492352, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1170,0.871237,0.639273,0.492827, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1171,0.872901,0.641322,0.490834, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1172,0.873152,0.643239,0.491852, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1173,0.879933,0.643969,0.490381, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1174,0.881748,0.64835,0.488597, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1175,0.883084,0.646874,0.48631, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1176,0.886506,0.641741,0.48522, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1177,0.887884,0.638757,0.483866, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1178,0.886093,0.64285,0.484201, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1179,0.888381,0.640493,0.483811, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1180,0.887989,0.630542,0.483283, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1181,0.89077,0.636874,0.47558, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1182,0.891005,0.643359,0.473264, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1183,0.889784,0.640406,0.474896, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1184,0.886418,0.63008,0.483122, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1185,0.886452,0.629779,0.483292, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1186,0.886237,0.628391,0.479605, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1187,0.886756,0.628909,0.481972, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1188,0.890629,0.628584,0.482813, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1189,0.892108,0.628102,0.483334, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1190,0.892972,0.628533,0.483628, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1191,0.895381,0.629745,0.484073, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1192,0.894899,0.636288,0.482859, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1193,0.895517,0.639493,0.483029, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1194,0.894449,0.638555,0.48347, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1195,0.895315,0.639196,0.484165, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1196,0.889142,0.638362,0.485665, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1197,0.882629,0.636339,0.485247, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1198,0.885146,0.636785,0.491073, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1199,0.882199,0.637212,0.483463, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1200,0.890671,0.63678,0.493155, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1201,0.891666,0.636762,0.501008, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1202,0.895995,0.636414,0.504038, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1203,0.896751,0.635028,0.508474, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1204,0.895734,0.629585,0.504381, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1205,0.895043,0.629171,0.50249, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1206,0.893441,0.625103,0.501806, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1207,0.889613,0.631855,0.503099, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1208,0.893722,0.629167,0.501912, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1209,0.895068,0.620386,0.502007, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1210,0.896136,0.618264,0.50278, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1211,0.895334,0.618552,0.502959, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1212,0.894734,0.62064,0.502709, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1213,0.889385,0.617578,0.501675, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1214,0.89379,0.617997,0.502625, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1215,0.88895,0.623851,0.502903, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1216,0.89032,0.621686,0.503654, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1217,0.888355,0.622719,0.500635, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1218,0.891842,0.619505,0.50118, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1219,0.894316,0.619147,0.5014, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1220,0.884419,0.62233,0.498034, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1221,0.87819,0.624205,0.498533, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1222,0.874538,0.626422,0.488469, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1223,0.875139,0.626426,0.491364, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1224,0.87072,0.627734,0.480361, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1225,0.880628,0.628167,0.494293, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1226,0.880642,0.626072,0.502664, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1227,0.879766,0.626479,0.500834, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1228,0.88053,0.626089,0.507393, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1229,0.879846,0.626235,0.511494, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1230,0.880022,0.626427,0.515702, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1231,0.879714,0.630722,0.515997, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1232,0.88059,0.630225,0.514207, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1233,0.879023,0.627197,0.513431, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1234,0.879953,0.623893,0.513906, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1235,0.880116,0.622484,0.510156, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1236,0.879843,0.622162,0.513749, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1237,0.880233,0.622821,0.513762, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1238,0.880127,0.623387,0.514004, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1239,0.879339,0.622706,0.513398, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1240,0.880007,0.626242,0.511179, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1241,0.879825,0.629207,0.510722, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1242,0.879699,0.639778,0.508687, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1243,0.880307,0.641511,0.508677, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1244,0.881061,0.650192,0.506714, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1245,0.88148,0.665236,0.504062, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1246,0.882733,0.665779,0.50392, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1247,0.880266,0.665079,0.506666, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1248,0.880178,0.664871,0.509583, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1249,0.880122,0.668755,0.514584, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1250,0.880049,0.659026,0.524942, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1251,0.880015,0.658577,0.529204, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1252,0.879823,0.654002,0.534958, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1253,0.880069,0.654926,0.534753, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1254,0.882442,0.653726,0.537993, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1255,0.882636,0.653992,0.538106, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1256,0.88274,0.654253,0.539001, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1257,0.880306,0.653772,0.536954, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1258,0.880618,0.654808,0.533785, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1259,0.877607,0.663553,0.537197, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1260,0.878784,0.660891,0.534864, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1261,0.882937,0.656252,0.533129, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1262,0.88646,0.653513,0.526361, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1263,0.887097,0.65409,0.523971, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1264,0.888119,0.657226,0.524646, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1265,0.889673,0.653222,0.524843, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1266,0.883086,0.654602,0.525155, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1267,0.887749,0.653022,0.524576, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1268,0.889112,0.652456,0.524932, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1269,0.890898,0.650933,0.523967, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1270,0.891402,0.650805,0.525274, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1271,0.890108,0.650021,0.526054, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1272,0.889037,0.650014,0.526411, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1273,0.89096,0.652585,0.527804, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1274,0.891443,0.652827,0.5237, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1275,0.891108,0.655425,0.52473, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1276,0.89251,0.659938,0.521777, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1277,0.892683,0.655365,0.521067, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1278,0.89355,0.648682,0.524288, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1279,0.892209,0.647876,0.522499, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1280,0.885954,0.648903,0.523875, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1281,0.881042,0.648894,0.526077, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1282,0.887099,0.648594,0.524987, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1283,0.891528,0.649107,0.518086, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1284,0.890742,0.656339,0.518678, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1285,0.890391,0.658244,0.519846, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1286,0.890671,0.655235,0.516987, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1287,0.891171,0.657411,0.521011, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1288,0.891241,0.660101,0.524582, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1289,0.886697,0.66122,0.524801, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1290,0.882874,0.661809,0.523901, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1291,0.884957,0.655288,0.524759, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1292,0.8854,0.655645,0.524849, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1293,0.884751,0.655954,0.525243, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1294,0.888529,0.65599,0.527032, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1295,0.88941,0.655619,0.525034, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1296,0.888947,0.65592,0.524801, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1297,0.883428,0.655854,0.526511, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1298,0.889265,0.653733,0.527024, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1299,0.88576,0.655403,0.531923, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1300,0.883498,0.663666,0.533712, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1301,0.884338,0.661169,0.535612, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1302,0.882682,0.66377,0.543371, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1303,0.881297,0.655577,0.543905, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1304,0.883504,0.657924,0.547231, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1305,0.883518,0.656125,0.544642, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1306,0.884929,0.656003,0.543499, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1307,0.880684,0.656035,0.543391, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1308,0.878682,0.653354,0.545466, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1309,0.881484,0.655708,0.532922, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1310,0.881646,0.656576,0.534069, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1311,0.881762,0.65792,0.543755, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1312,0.881028,0.65901,0.539631, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1313,0.881455,0.659505,0.540425, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1314,0.880344,0.661765,0.532906, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1315,0.880686,0.663416,0.533979, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1316,0.882416,0.663739,0.533938, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1317,0.882272,0.671508,0.53383, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1318,0.880601,0.671846,0.531597, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1319,0.882364,0.672334,0.531017, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1320,0.881488,0.671386,0.531023, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1321,0.880852,0.662728,0.53104, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1322,0.877574,0.667914,0.531441, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1323,0.871545,0.664103,0.530589, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1324,0.871739,0.664578,0.531467, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1325,0.871779,0.663829,0.530517, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1326,0.870817,0.663726,0.531285, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1327,0.871862,0.663355,0.531906, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1328,0.871363,0.661968,0.524233, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1329,0.869545,0.662689,0.519238, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1330,0.868845,0.662982,0.51883, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1331,0.8699,0.664008,0.518098, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1332,0.872416,0.663945,0.522929, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1333,0.874073,0.664425,0.522147, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1334,0.874209,0.663748,0.521088, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1335,0.873021,0.663735,0.521981, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1336,0.871608,0.663355,0.52484, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1337,0.871153,0.667805,0.52245, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1338,0.866999,0.664277,0.521031, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1339,0.86819,0.664749,0.519931, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1340,0.862656,0.670872,0.518219, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1341,0.871883,0.675125,0.520952, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1342,0.872271,0.672362,0.521041, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1343,0.864428,0.670432,0.52271, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1344,0.858266,0.672081,0.521291, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1345,0.855286,0.672291,0.520416, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1346,0.852196,0.671494,0.52139, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1347,0.855317,0.66714,0.522256, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1348,0.857678,0.660935,0.52471, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1349,0.857399,0.658059,0.524949, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1350,0.857687,0.654465,0.527985, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1351,0.856164,0.65847,0.533737, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1352,0.859946,0.652333,0.532259, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1353,0.859376,0.652435,0.533607, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1354,0.859589,0.652604,0.534586, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1355,0.860649,0.652238,0.529945, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1356,0.860459,0.654905,0.528475, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1357,0.873888,0.652497,0.536839, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1358,0.875074,0.663837,0.535721, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1359,0.87702,0.662791,0.536, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1360,0.874427,0.678499,0.536154, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1361,0.874936,0.677305,0.535285, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1362,0.874134,0.674363,0.534113, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
